point cloud with 30522 points in dimension 768
value range: [0.15424,2.89267]
 [0,0.951421)
 [0,0.951437)
 [0,0.951554)
 [0,0.951628)
 [0,0.951641)
 [0,0.951651)
 [0,0.951672)
 [0,0.951699)
 [0,0.951761)
 [0,0.951823)
 [0,0.951839)
 [0,0.951844)
 [0,0.951864)
 [0,0.951878)
 [0,0.95188)
 [0,0.951891)
 [0,0.951919)
 [0,0.951933)
 [0,0.951937)
 [0,0.95195)
 [0,0.951999)
 [0,0.952027)
 [0,0.95204)
 [0,0.952059)
 [0,0.952094)
 [0,0.952138)
 [0,0.952232)
 [0,0.952308)
 [0,0.952361)
 [0,0.952373)
 [0,0.952382)
 [0,0.952423)
 [0,0.952447)
 [0,0.952491)
 [0,0.952494)
 [0,0.952531)
 [0,0.952562)
 [0,0.952577)
 [0,0.952641)
 [0,0.952642)
 [0,0.952724)
 [0,0.952734)
 [0,0.952757)
 [0,0.95276)
 [0,0.952796)
 [0,0.952803)
 [0,0.952808)
 [0,0.952835)
 [0,0.952845)
 [0,0.952892)
 [0,0.952932)
 [0,0.952939)
 [0,0.952963)
 [0,0.952985)
 [0,0.953012)
 [0,0.953039)
 [0,0.953063)
 [0,0.953105)
 [0,0.953122)
 [0,0.953137)
 [0,0.95317)
 [0,0.953174)
 [0,0.953175)
 [0,0.953181)
 [0,0.953182)
 [0,0.953239)
 [0,0.953275)
 [0,0.953291)
 [0,0.953349)
 [0,0.95337)
 [0,0.953396)
 [0,0.953417)
 [0,0.953464)
 [0,0.953473)
 [0,0.953474)
 [0,0.95348)
 [0,0.953481)
 [0,0.953481)
 [0,0.953488)
 [0,0.953505)
 [0,0.953512)
 [0,0.953539)
 [0,0.953579)
 [0,0.95365)
 [0,0.953667)
 [0,0.953699)
 [0,0.953702)
 [0,0.953704)
 [0,0.953781)
 [0,0.953786)
 [0,0.95379)
 [0,0.953843)
 [0,0.953871)
 [0,0.953884)
 [0,0.953898)
 [0,0.9539)
 [0,0.953932)
 [0,0.953939)
 [0,0.953946)
 [0,0.953962)
 [0,0.953995)
 [0,0.954025)
 [0,0.954042)
 [0,0.954053)
 [0,0.954077)
 [0,0.954113)
 [0,0.954221)
 [0,0.954232)
 [0,0.954246)
 [0,0.954258)
 [0,0.954271)
 [0,0.954272)
 [0,0.954343)
 [0,0.954343)
 [0,0.954391)
 [0,0.954417)
 [0,0.954447)
 [0,0.954465)
 [0,0.954479)
 [0,0.954482)
 [0,0.954507)
 [0,0.95452)
 [0,0.954558)
 [0,0.954561)
 [0,0.954564)
 [0,0.954567)
 [0,0.954569)
 [0,0.95459)
 [0,0.954602)
 [0,0.954632)
 [0,0.954656)
 [0,0.954665)
 [0,0.954682)
 [0,0.954684)
 [0,0.954707)
 [0,0.954718)
 [0,0.954737)
 [0,0.954742)
 [0,0.954745)
 [0,0.954779)
 [0,0.954829)
 [0,0.954843)
 [0,0.954868)
 [0,0.954896)
 [0,0.954904)
 [0,0.954924)
 [0,0.954953)
 [0,0.954956)
 [0,0.954965)
 [0,0.955)
 [0,0.955051)
 [0,0.955113)
 [0,0.955126)
 [0,0.95524)
 [0,0.95526)
 [0,0.955264)
 [0,0.955266)
 [0,0.95527)
 [0,0.9553)
 [0,0.955304)
 [0,0.955322)
 [0,0.955341)
 [0,0.955355)
 [0,0.955401)
 [0,0.955402)
 [0,0.955455)
 [0,0.9555)
 [0,0.955502)
 [0,0.955503)
 [0,0.955535)
 [0,0.955538)
 [0,0.955565)
 [0,0.955593)
 [0,0.955603)
 [0,0.955609)
 [0,0.955632)
 [0,0.955661)
 [0,0.955696)
 [0,0.955719)
 [0,0.955744)
 [0,0.955778)
 [0,0.955792)
 [0,0.955792)
 [0,0.955818)
 [0,0.955864)
 [0,0.955893)
 [0,0.955895)
 [0,0.955896)
 [0,0.955901)
 [0,0.95591)
 [0,0.955917)
 [0,0.955938)
 [0,0.955975)
 [0,0.956036)
 [0,0.956054)
 [0,0.956055)
 [0,0.956099)
 [0,0.956103)
 [0,0.95611)
 [0,0.956115)
 [0,0.956129)
 [0,0.956142)
 [0,0.956146)
 [0,0.956165)
 [0,0.956177)
 [0,0.956178)
 [0,0.956182)
 [0,0.956209)
 [0,0.956209)
 [0,0.956213)
 [0,0.956275)
 [0,0.956279)
 [0,0.956338)
 [0,0.956398)
 [0,0.956471)
 [0,0.956502)
 [0,0.956559)
 [0,0.956595)
 [0,0.956603)
 [0,0.95661)
 [0,0.95663)
 [0,0.956638)
 [0,0.956641)
 [0,0.956683)
 [0,0.956723)
 [0,0.95674)
 [0,0.956749)
 [0,0.956756)
 [0,0.95676)
 [0,0.956762)
 [0,0.956772)
 [0,0.95682)
 [0,0.956822)
 [0,0.956886)
 [0,0.956916)
 [0,0.956943)
 [0,0.956966)
 [0,0.957055)
 [0,0.957102)
 [0,0.957114)
 [0,0.957115)
 [0,0.957167)
 [0,0.957172)
 [0,0.957178)
 [0,0.957206)
 [0,0.957212)
 [0,0.957251)
 [0,0.957267)
 [0,0.957282)
 [0,0.95731)
 [0,0.95735)
 [0,0.95735)
 [0,0.957403)
 [0,0.957408)
 [0,0.957425)
 [0,0.957493)
 [0,0.957498)
 [0,0.957528)
 [0,0.957544)
 [0,0.957546)
 [0,0.957596)
 [0,0.957602)
 [0,0.957612)
 [0,0.957631)
 [0,0.957662)
 [0,0.957817)
 [0,0.95783)
 [0,0.957834)
 [0,0.957855)
 [0,0.9579)
 [0,0.957909)
 [0,0.957919)
 [0,0.957954)
 [0,0.957979)
 [0,0.957982)
 [0,0.958023)
 [0,0.958057)
 [0,0.958065)
 [0,0.958097)
 [0,0.958105)
 [0,0.958106)
 [0,0.958106)
 [0,0.958121)
 [0,0.95813)
 [0,0.958131)
 [0,0.958164)
 [0,0.958183)
 [0,0.958188)
 [0,0.958223)
 [0,0.958255)
 [0,0.958319)
 [0,0.958329)
 [0,0.958372)
 [0,0.958399)
 [0,0.958445)
 [0,0.958461)
 [0,0.958522)
 [0,0.958567)
 [0,0.958617)
 [0,0.958622)
 [0,0.958636)
 [0,0.95865)
 [0,0.958689)
 [0,0.958698)
 [0,0.958716)
 [0,0.958743)
 [0,0.958771)
 [0,0.958787)
 [0,0.958818)
 [0,0.958829)
 [0,0.95885)
 [0,0.958947)
 [0,0.958951)
 [0,0.959004)
 [0,0.959039)
 [0,0.959103)
 [0,0.95914)
 [0,0.959175)
 [0,0.959199)
 [0,0.959205)
 [0,0.959286)
 [0,0.959288)
 [0,0.9593)
 [0,0.959308)
 [0,0.959347)
 [0,0.959348)
 [0,0.959351)
 [0,0.959367)
 [0,0.959398)
 [0,0.959416)
 [0,0.959419)
 [0,0.959454)
 [0,0.959496)
 [0,0.959499)
 [0,0.959583)
 [0,0.959602)
 [0,0.959619)
 [0,0.959658)
 [0,0.959666)
 [0,0.959666)
 [0,0.959692)
 [0,0.959703)
 [0,0.959714)
 [0,0.959738)
 [0,0.959767)
 [0,0.9598)
 [0,0.959819)
 [0,0.959848)
 [0,0.959865)
 [0,0.959869)
 [0,0.959884)
 [0,0.959911)
 [0,0.959936)
 [0,0.959938)
 [0,0.959962)
 [0,0.959967)
 [0,0.959972)
 [0,0.959994)
 [0,0.960002)
 [0,0.960019)
 [0,0.960043)
 [0,0.960068)
 [0,0.960166)
 [0,0.960174)
 [0,0.960184)
 [0,0.960187)
 [0,0.960197)
 [0,0.960219)
 [0,0.960239)
 [0,0.960265)
 [0,0.960296)
 [0,0.960329)
 [0,0.960329)
 [0,0.960356)
 [0,0.960362)
 [0,0.960369)
 [0,0.960369)
 [0,0.96041)
 [0,0.960486)
 [0,0.960534)
 [0,0.96054)
 [0,0.960586)
 [0,0.960588)
 [0,0.960592)
 [0,0.960602)
 [0,0.960659)
 [0,0.960692)
 [0,0.960712)
 [0,0.960799)
 [0,0.960815)
 [0,0.960819)
 [0,0.960831)
 [0,0.960849)
 [0,0.960863)
 [0,0.960926)
 [0,0.960931)
 [0,0.960943)
 [0,0.960959)
 [0,0.96096)
 [0,0.961001)
 [0,0.96102)
 [0,0.961025)
 [0,0.961083)
 [0,0.961143)
 [0,0.961165)
 [0,0.961258)
 [0,0.961273)
 [0,0.961282)
 [0,0.961332)
 [0,0.961344)
 [0,0.961345)
 [0,0.961373)
 [0,0.961374)
 [0,0.961393)
 [0,0.961408)
 [0,0.961432)
 [0,0.961432)
 [0,0.961453)
 [0,0.961472)
 [0,0.961474)
 [0,0.961476)
 [0,0.961487)
 [0,0.961756)
 [0,0.961821)
 [0,0.961917)
 [0,0.961932)
 [0,0.96196)
 [0,0.961968)
 [0,0.96197)
 [0,0.962016)
 [0,0.962025)
 [0,0.962068)
 [0,0.962072)
 [0,0.962085)
 [0,0.962095)
 [0,0.962111)
 [0,0.962116)
 [0,0.962129)
 [0,0.962144)
 [0,0.962195)
 [0,0.962223)
 [0,0.962252)
 [0,0.962259)
 [0,0.962277)
 [0,0.962309)
 [0,0.962315)
 [0,0.962327)
 [0,0.962347)
 [0,0.962361)
 [0,0.96237)
 [0,0.962417)
 [0,0.962454)
 [0,0.962458)
 [0,0.962504)
 [0,0.962527)
 [0,0.962533)
 [0,0.962538)
 [0,0.962539)
 [0,0.962554)
 [0,0.962573)
 [0,0.962579)
 [0,0.962599)
 [0,0.962612)
 [0,0.962646)
 [0,0.962672)
 [0,0.962679)
 [0,0.962709)
 [0,0.962712)
 [0,0.962747)
 [0,0.962768)
 [0,0.962778)
 [0,0.962789)
 [0,0.962795)
 [0,0.962838)
 [0,0.962858)
 [0,0.962885)
 [0,0.962887)
 [0,0.962888)
 [0,0.962898)
 [0,0.962916)
 [0,0.962966)
 [0,0.962988)
 [0,0.962995)
 [0,0.962999)
 [0,0.963006)
 [0,0.963015)
 [0,0.963035)
 [0,0.963045)
 [0,0.963055)
 [0,0.963055)
 [0,0.963066)
 [0,0.96307)
 [0,0.963082)
 [0,0.96311)
 [0,0.963114)
 [0,0.963127)
 [0,0.963151)
 [0,0.963164)
 [0,0.963224)
 [0,0.963263)
 [0,0.963267)
 [0,0.963293)
 [0,0.963299)
 [0,0.963306)
 [0,0.963326)
 [0,0.963352)
 [0,0.963355)
 [0,0.963379)
 [0,0.963387)
 [0,0.963403)
 [0,0.963421)
 [0,0.963427)
 [0,0.96344)
 [0,0.963444)
 [0,0.96347)
 [0,0.963475)
 [0,0.963526)
 [0,0.963536)
 [0,0.963549)
 [0,0.963569)
 [0,0.96357)
 [0,0.963571)
 [0,0.963575)
 [0,0.963582)
 [0,0.963622)
 [0,0.963645)
 [0,0.963661)
 [0,0.963702)
 [0,0.963769)
 [0,0.963798)
 [0,0.963804)
 [0,0.963816)
 [0,0.963827)
 [0,0.96387)
 [0,0.963932)
 [0,0.964048)
 [0,0.964067)
 [0,0.964079)
 [0,0.964084)
 [0,0.964114)
 [0,0.964147)
 [0,0.964157)
 [0,0.96421)
 [0,0.964218)
 [0,0.964294)
 [0,0.964324)
 [0,0.964326)
 [0,0.964366)
 [0,0.964381)
 [0,0.96439)
 [0,0.964391)
 [0,0.9644)
 [0,0.964409)
 [0,0.964414)
 [0,0.964417)
 [0,0.964455)
 [0,0.964522)
 [0,0.964574)
 [0,0.964615)
 [0,0.964624)
 [0,0.964638)
 [0,0.964648)
 [0,0.964667)
 [0,0.964677)
 [0,0.9647)
 [0,0.964727)
 [0,0.964732)
 [0,0.96475)
 [0,0.964753)
 [0,0.96477)
 [0,0.964788)
 [0,0.964816)
 [0,0.964816)
 [0,0.964828)
 [0,0.96483)
 [0,0.964847)
 [0,0.964866)
 [0,0.964887)
 [0,0.964923)
 [0,0.964969)
 [0,0.965002)
 [0,0.965018)
 [0,0.965026)
 [0,0.965059)
 [0,0.965087)
 [0,0.965105)
 [0,0.965119)
 [0,0.965176)
 [0,0.965201)
 [0,0.965232)
 [0,0.965299)
 [0,0.965346)
 [0,0.965348)
 [0,0.965429)
 [0,0.965444)
 [0,0.965485)
 [0,0.965498)
 [0,0.96555)
 [0,0.965611)
 [0,0.965615)
 [0,0.965657)
 [0,0.965679)
 [0,0.965683)
 [0,0.965721)
 [0,0.965735)
 [0,0.965771)
 [0,0.965796)
 [0,0.965802)
 [0,0.965819)
 [0,0.965843)
 [0,0.96587)
 [0,0.965871)
 [0,0.965882)
 [0,0.96589)
 [0,0.965898)
 [0,0.965939)
 [0,0.965966)
 [0,0.96597)
 [0,0.965971)
 [0,0.966006)
 [0,0.966041)
 [0,0.966065)
 [0,0.966098)
 [0,0.966109)
 [0,0.966118)
 [0,0.966121)
 [0,0.966126)
 [0,0.966151)
 [0,0.966286)
 [0,0.966295)
 [0,0.966302)
 [0,0.966362)
 [0,0.966397)
 [0,0.966417)
 [0,0.966428)
 [0,0.966429)
 [0,0.966442)
 [0,0.96646)
 [0,0.966461)
 [0,0.966474)
 [0,0.966542)
 [0,0.966592)
 [0,0.966595)
 [0,0.966612)
 [0,0.966613)
 [0,0.966625)
 [0,0.966648)
 [0,0.966652)
 [0,0.966676)
 [0,0.966679)
 [0,0.966717)
 [0,0.966748)
 [0,0.966748)
 [0,0.966776)
 [0,0.96678)
 [0,0.966814)
 [0,0.966819)
 [0,0.966841)
 [0,0.96689)
 [0,0.966935)
 [0,0.966967)
 [0,0.966973)
 [0,0.966975)
 [0,0.966977)
 [0,0.966977)
 [0,0.967005)
 [0,0.967102)
 [0,0.967144)
 [0,0.967163)
 [0,0.967216)
 [0,0.967224)
 [0,0.96723)
 [0,0.967258)
 [0,0.967278)
 [0,0.967289)
 [0,0.967299)
 [0,0.967346)
 [0,0.967385)
 [0,0.967414)
 [0,0.967471)
 [0,0.967478)
 [0,0.967488)
 [0,0.967523)
 [0,0.967532)
 [0,0.967544)
 [0,0.967577)
 [0,0.96759)
 [0,0.967646)
 [0,0.967675)
 [0,0.967737)
 [0,0.967751)
 [0,0.967785)
 [0,0.967789)
 [0,0.967805)
 [0,0.967828)
 [0,0.967861)
 [0,0.967901)
 [0,0.967938)
 [0,0.967939)
 [0,0.967957)
 [0,0.967963)
 [0,0.967979)
 [0,0.967993)
 [0,0.968028)
 [0,0.968075)
 [0,0.968102)
 [0,0.968111)
 [0,0.968124)
 [0,0.968153)
 [0,0.968165)
 [0,0.968188)
 [0,0.968197)
 [0,0.968205)
 [0,0.968211)
 [0,0.96822)
 [0,0.968239)
 [0,0.968267)
 [0,0.968268)
 [0,0.968269)
 [0,0.968301)
 [0,0.968315)
 [0,0.968324)
 [0,0.968329)
 [0,0.968367)
 [0,0.968397)
 [0,0.968399)
 [0,0.968429)
 [0,0.968435)
 [0,0.968467)
 [0,0.968468)
 [0,0.968486)
 [0,0.96849)
 [0,0.968528)
 [0,0.968533)
 [0,0.968534)
 [0,0.968556)
 [0,0.968579)
 [0,0.968599)
 [0,0.968643)
 [0,0.968657)
 [0,0.968676)
 [0,0.968695)
 [0,0.968716)
 [0,0.968731)
 [0,0.96877)
 [0,0.968773)
 [0,0.968776)
 [0,0.968798)
 [0,0.968809)
 [0,0.968845)
 [0,0.968873)
 [0,0.968886)
 [0,0.968891)
 [0,0.96893)
 [0,0.968932)
 [0,0.968933)
 [0,0.968938)
 [0,0.968946)
 [0,0.968964)
 [0,0.968987)
 [0,0.969002)
 [0,0.96901)
 [0,0.969018)
 [0,0.969038)
 [0,0.969045)
 [0,0.969068)
 [0,0.969081)
 [0,0.969124)
 [0,0.969125)
 [0,0.96917)
 [0,0.969174)
 [0,0.969181)
 [0,0.969236)
 [0,0.969246)
 [0,0.969257)
 [0,0.96928)
 [0,0.969298)
 [0,0.969324)
 [0,0.969328)
 [0,0.969368)
 [0,0.969375)
 [0,0.96938)
 [0,0.969383)
 [0,0.969383)
 [0,0.969429)
 [0,0.969432)
 [0,0.969477)
 [0,0.969494)
 [0,0.969511)
 [0,0.969512)
 [0,0.96954)
 [0,0.969557)
 [0,0.96956)
 [0,0.969586)
 [0,0.969608)
 [0,0.969609)
 [0,0.969618)
 [0,0.969639)
 [0,0.969646)
 [0,0.969683)
 [0,0.969685)
 [0,0.969697)
 [0,0.969716)
 [0,0.969728)
 [0,0.969742)
 [0,0.969756)
 [0,0.969768)
 [0,0.969789)
 [0,0.96979)
 [0,0.969796)
 [0,0.969824)
 [0,0.96983)
 [0,0.969839)
 [0,0.969869)
 [0,0.96993)
 [0,0.969934)
 [0,0.969966)
 [0,0.969972)
 [0,0.970011)
 [0,0.970026)
 [0,0.97003)
 [0,0.970057)
 [0,0.970083)
 [0,0.970099)
 [0,0.970183)
 [0,0.970217)
 [0,0.970237)
 [0,0.970274)
 [0,0.970276)
 [0,0.970277)
 [0,0.970319)
 [0,0.970339)
 [0,0.970344)
 [0,0.970355)
 [0,0.970399)
 [0,0.970414)
 [0,0.970417)
 [0,0.970466)
 [0,0.970499)
 [0,0.970557)
 [0,0.97056)
 [0,0.970579)
 [0,0.970598)
 [0,0.97061)
 [0,0.970645)
 [0,0.970661)
 [0,0.970693)
 [0,0.970708)
 [0,0.970715)
 [0,0.970716)
 [0,0.970723)
 [0,0.970772)
 [0,0.970814)
 [0,0.970841)
 [0,0.970847)
 [0,0.970909)
 [0,0.970944)
 [0,0.970962)
 [0,0.970963)
 [0,0.970986)
 [0,0.97099)
 [0,0.970992)
 [0,0.971005)
 [0,0.971012)
 [0,0.971038)
 [0,0.971052)
 [0,0.971062)
 [0,0.971069)
 [0,0.971139)
 [0,0.971148)
 [0,0.971162)
 [0,0.971203)
 [0,0.971219)
 [0,0.971244)
 [0,0.971261)
 [0,0.971271)
 [0,0.971295)
 [0,0.971331)
 [0,0.971353)
 [0,0.97138)
 [0,0.971402)
 [0,0.971433)
 [0,0.971437)
 [0,0.971445)
 [0,0.971468)
 [0,0.971481)
 [0,0.971498)
 [0,0.971536)
 [0,0.971596)
 [0,0.971619)
 [0,0.97166)
 [0,0.971672)
 [0,0.971678)
 [0,0.971695)
 [0,0.971752)
 [0,0.971803)
 [0,0.971879)
 [0,0.971913)
 [0,0.971938)
 [0,0.97194)
 [0,0.971972)
 [0,0.972052)
 [0,0.972112)
 [0,0.972127)
 [0,0.972131)
 [0,0.972136)
 [0,0.972174)
 [0,0.972175)
 [0,0.972208)
 [0,0.972211)
 [0,0.972233)
 [0,0.972244)
 [0,0.972265)
 [0,0.9723)
 [0,0.97231)
 [0,0.972317)
 [0,0.972321)
 [0,0.972324)
 [0,0.972358)
 [0,0.972381)
 [0,0.972394)
 [0,0.972404)
 [0,0.972436)
 [0,0.972441)
 [0,0.972466)
 [0,0.972467)
 [0,0.972475)
 [0,0.97248)
 [0,0.972517)
 [0,0.972519)
 [0,0.972522)
 [0,0.972548)
 [0,0.972554)
 [0,0.972584)
 [0,0.972587)
 [0,0.972591)
 [0,0.972654)
 [0,0.972737)
 [0,0.972738)
 [0,0.972768)
 [0,0.972783)
 [0,0.972796)
 [0,0.972851)
 [0,0.972879)
 [0,0.972901)
 [0,0.972915)
 [0,0.972917)
 [0,0.972963)
 [0,0.97298)
 [0,0.973003)
 [0,0.973011)
 [0,0.973012)
 [0,0.97304)
 [0,0.973045)
 [0,0.973052)
 [0,0.973053)
 [0,0.97307)
 [0,0.973091)
 [0,0.973112)
 [0,0.973113)
 [0,0.973117)
 [0,0.973137)
 [0,0.973158)
 [0,0.973179)
 [0,0.973184)
 [0,0.973224)
 [0,0.973246)
 [0,0.973294)
 [0,0.97333)
 [0,0.973334)
 [0,0.973376)
 [0,0.973397)
 [0,0.973423)
 [0,0.973436)
 [0,0.973478)
 [0,0.973503)
 [0,0.973515)
 [0,0.973539)
 [0,0.97356)
 [0,0.973562)
 [0,0.973637)
 [0,0.973678)
 [0,0.973694)
 [0,0.97377)
 [0,0.973777)
 [0,0.973795)
 [0,0.97382)
 [0,0.973823)
 [0,0.97384)
 [0,0.973841)
 [0,0.973848)
 [0,0.973883)
 [0,0.973892)
 [0,0.973898)
 [0,0.973899)
 [0,0.9739)
 [0,0.973901)
 [0,0.97393)
 [0,0.973939)
 [0,0.973975)
 [0,0.973981)
 [0,0.97403)
 [0,0.974043)
 [0,0.974079)
 [0,0.974144)
 [0,0.974162)
 [0,0.974167)
 [0,0.974189)
 [0,0.974237)
 [0,0.974271)
 [0,0.974278)
 [0,0.974279)
 [0,0.974292)
 [0,0.974293)
 [0,0.974326)
 [0,0.974388)
 [0,0.974394)
 [0,0.974409)
 [0,0.974419)
 [0,0.974444)
 [0,0.974461)
 [0,0.974549)
 [0,0.974581)
 [0,0.974638)
 [0,0.974683)
 [0,0.974692)
 [0,0.974808)
 [0,0.974815)
 [0,0.974827)
 [0,0.974872)
 [0,0.974919)
 [0,0.974923)
 [0,0.974926)
 [0,0.974947)
 [0,0.97497)
 [0,0.97499)
 [0,0.975003)
 [0,0.97501)
 [0,0.975024)
 [0,0.975041)
 [0,0.975066)
 [0,0.975073)
 [0,0.975085)
 [0,0.975125)
 [0,0.975164)
 [0,0.975202)
 [0,0.975206)
 [0,0.975298)
 [0,0.975304)
 [0,0.975331)
 [0,0.975353)
 [0,0.975388)
 [0,0.97541)
 [0,0.975432)
 [0,0.975437)
 [0,0.975488)
 [0,0.975499)
 [0,0.975538)
 [0,0.975575)
 [0,0.975623)
 [0,0.975634)
 [0,0.975635)
 [0,0.97564)
 [0,0.97567)
 [0,0.97569)
 [0,0.975721)
 [0,0.975733)
 [0,0.975735)
 [0,0.975739)
 [0,0.975792)
 [0,0.975792)
 [0,0.975799)
 [0,0.9758)
 [0,0.975807)
 [0,0.975809)
 [0,0.975832)
 [0,0.975864)
 [0,0.975867)
 [0,0.975875)
 [0,0.975912)
 [0,0.975937)
 [0,0.975939)
 [0,0.975939)
 [0,0.975969)
 [0,0.976061)
 [0,0.976063)
 [0,0.976077)
 [0,0.976129)
 [0,0.976163)
 [0,0.976218)
 [0,0.97622)
 [0,0.976228)
 [0,0.976242)
 [0,0.976291)
 [0,0.976292)
 [0,0.976299)
 [0,0.976311)
 [0,0.976317)
 [0,0.976338)
 [0,0.976348)
 [0,0.976364)
 [0,0.976382)
 [0,0.976388)
 [0,0.976391)
 [0,0.976409)
 [0,0.976424)
 [0,0.976433)
 [0,0.976453)
 [0,0.976486)
 [0,0.976507)
 [0,0.976535)
 [0,0.976551)
 [0,0.976575)
 [0,0.976595)
 [0,0.9766)
 [0,0.976604)
 [0,0.976633)
 [0,0.976643)
 [0,0.976714)
 [0,0.976733)
 [0,0.976761)
 [0,0.976762)
 [0,0.976774)
 [0,0.976805)
 [0,0.97683)
 [0,0.976872)
 [0,0.97692)
 [0,0.976947)
 [0,0.976989)
 [0,0.976992)
 [0,0.977018)
 [0,0.977021)
 [0,0.97703)
 [0,0.977043)
 [0,0.977049)
 [0,0.977072)
 [0,0.977078)
 [0,0.977105)
 [0,0.977112)
 [0,0.977122)
 [0,0.977132)
 [0,0.977133)
 [0,0.977194)
 [0,0.977222)
 [0,0.977224)
 [0,0.977241)
 [0,0.977262)
 [0,0.977262)
 [0,0.977276)
 [0,0.977285)
 [0,0.977315)
 [0,0.977352)
 [0,0.977353)
 [0,0.977373)
 [0,0.977375)
 [0,0.977376)
 [0,0.977393)
 [0,0.977401)
 [0,0.97741)
 [0,0.977417)
 [0,0.977423)
 [0,0.977487)
 [0,0.977523)
 [0,0.977525)
 [0,0.977541)
 [0,0.977551)
 [0,0.977554)
 [0,0.977581)
 [0,0.977589)
 [0,0.977609)
 [0,0.977618)
 [0,0.97767)
 [0,0.977724)
 [0,0.977731)
 [0,0.977731)
 [0,0.977742)
 [0,0.977762)
 [0,0.977776)
 [0,0.977789)
 [0,0.977843)
 [0,0.977846)
 [0,0.977853)
 [0,0.97788)
 [0,0.97788)
 [0,0.977884)
 [0,0.977921)
 [0,0.977922)
 [0,0.978008)
 [0,0.97802)
 [0,0.978027)
 [0,0.978057)
 [0,0.978119)
 [0,0.978135)
 [0,0.978137)
 [0,0.978169)
 [0,0.978217)
 [0,0.97822)
 [0,0.978277)
 [0,0.978318)
 [0,0.97834)
 [0,0.97835)
 [0,0.978356)
 [0,0.978357)
 [0,0.97837)
 [0,0.978371)
 [0,0.978443)
 [0,0.978447)
 [0,0.978454)
 [0,0.978476)
 [0,0.978477)
 [0,0.978477)
 [0,0.978508)
 [0,0.978523)
 [0,0.978593)
 [0,0.978596)
 [0,0.978606)
 [0,0.978642)
 [0,0.978655)
 [0,0.978656)
 [0,0.978692)
 [0,0.978726)
 [0,0.978747)
 [0,0.978799)
 [0,0.978819)
 [0,0.97887)
 [0,0.978899)
 [0,0.978901)
 [0,0.97893)
 [0,0.978957)
 [0,0.97896)
 [0,0.979016)
 [0,0.979028)
 [0,0.979034)
 [0,0.979068)
 [0,0.979088)
 [0,0.979094)
 [0,0.979108)
 [0,0.979123)
 [0,0.979136)
 [0,0.979157)
 [0,0.979187)
 [0,0.979203)
 [0,0.979209)
 [0,0.979217)
 [0,0.979235)
 [0,0.979243)
 [0,0.97931)
 [0,0.979336)
 [0,0.979347)
 [0,0.979352)
 [0,0.979358)
 [0,0.979387)
 [0,0.979403)
 [0,0.979419)
 [0,0.979421)
 [0,0.979422)
 [0,0.979428)
 [0,0.979437)
 [0,0.979446)
 [0,0.979481)
 [0,0.979512)
 [0,0.979528)
 [0,0.979539)
 [0,0.979539)
 [0,0.979557)
 [0,0.979568)
 [0,0.979576)
 [0,0.979577)
 [0,0.979584)
 [0,0.979595)
 [0,0.979601)
 [0,0.979615)
 [0,0.979617)
 [0,0.979621)
 [0,0.979629)
 [0,0.97963)
 [0,0.979647)
 [0,0.979658)
 [0,0.979679)
 [0,0.979698)
 [0,0.979704)
 [0,0.979717)
 [0,0.979737)
 [0,0.979763)
 [0,0.979765)
 [0,0.97978)
 [0,0.97982)
 [0,0.979826)
 [0,0.979856)
 [0,0.979862)
 [0,0.979912)
 [0,0.979925)
 [0,0.980009)
 [0,0.980029)
 [0,0.980042)
 [0,0.980062)
 [0,0.980074)
 [0,0.980086)
 [0,0.980095)
 [0,0.980101)
 [0,0.980124)
 [0,0.98016)
 [0,0.980182)
 [0,0.980212)
 [0,0.980227)
 [0,0.980263)
 [0,0.980289)
 [0,0.98029)
 [0,0.980291)
 [0,0.980294)
 [0,0.980307)
 [0,0.98031)
 [0,0.980316)
 [0,0.980329)
 [0,0.980338)
 [0,0.980359)
 [0,0.980374)
 [0,0.980382)
 [0,0.980426)
 [0,0.980472)
 [0,0.980484)
 [0,0.98053)
 [0,0.980583)
 [0,0.980585)
 [0,0.980598)
 [0,0.980602)
 [0,0.980642)
 [0,0.980647)
 [0,0.98066)
 [0,0.980662)
 [0,0.980691)
 [0,0.980731)
 [0,0.980734)
 [0,0.980768)
 [0,0.980798)
 [0,0.980799)
 [0,0.980811)
 [0,0.980868)
 [0,0.980873)
 [0,0.980876)
 [0,0.980882)
 [0,0.980902)
 [0,0.980928)
 [0,0.980936)
 [0,0.980943)
 [0,0.980974)
 [0,0.980991)
 [0,0.980998)
 [0,0.981004)
 [0,0.981012)
 [0,0.981017)
 [0,0.981027)
 [0,0.981046)
 [0,0.981054)
 [0,0.98106)
 [0,0.981065)
 [0,0.981071)
 [0,0.981102)
 [0,0.98112)
 [0,0.98117)
 [0,0.981207)
 [0,0.981218)
 [0,0.981225)
 [0,0.981229)
 [0,0.981238)
 [0,0.981289)
 [0,0.981319)
 [0,0.981339)
 [0,0.981403)
 [0,0.981491)
 [0,0.981523)
 [0,0.981537)
 [0,0.981554)
 [0,0.981658)
 [0,0.981682)
 [0,0.981685)
 [0,0.981692)
 [0,0.98171)
 [0,0.981757)
 [0,0.981779)
 [0,0.981799)
 [0,0.981823)
 [0,0.981848)
 [0,0.981857)
 [0,0.981873)
 [0,0.981896)
 [0,0.981925)
 [0,0.981927)
 [0,0.981958)
 [0,0.981977)
 [0,0.981998)
 [0,0.982021)
 [0,0.982026)
 [0,0.982059)
 [0,0.98206)
 [0,0.982111)
