value range: [0.00367531,2]
distance matrix with 192 points, using threshold at enclosing radius 1.97444
persistent homology intervals in dim 0:
 [0,0.00367531):  {[36], [119]}
{[128,135] (0.443911), [6,157] (0.297933), [180,183] (0.289189), [156,183] (0.282169), [78,156] (0.280629), [24,131] (0.270996), [36,132] (0.264483), [128,190] (0.249339), [124,131] (0.248879), [46,82] (0.24348), [7,132] (0.240632), [43,181] (0.231675), [86,130] (0.207714), [121,122] (0.207261), [124,181] (0.195722), [76,103] (0.192406), [6,33] (0.173684), [82,125] (0.165907), [24,79] (0.164815), [68,74] (0.158413), [5,67] (0.157373), [5,180] (0.15587), [43,126] (0.15244), [79,125] (0.143085), [59,78] (0.142834), [0,155] (0.142152), [27,130] (0.134886), [36,95] (0.122089), [7,62] (0.111798), [27,176] (0.111131), [46,135] (0.084341), [150,190] (0.0831521), [0,33] (0.0814685), [86,117] (0.0743236), [62,76] (0.0714516), [74,157] (0.0702075), [150,176] (0.0651112), [67,122] (0.0637053), [103,121] (0.0560443), [68,126] (0.048826), [95,155] (0.0487061), [59,117] (0.037954)}
 [0.542696,0.558863):  
{[115,131] (0.542696), [124,158] (0.47124), [115,158] (0.285055), [124,131] (0.248879)}
{[115,131] (0.542696), [154,158] (0.304761), [53,91] (0.253227), [124,131] (0.248879), [43,181] (0.231675), [53,56] (0.227524), [115,141] (0.201961), [124,181] (0.195722), [68,74] (0.158413), [141,158] (0.1569), [43,126] (0.15244), [91,154] (0.0746054), [74,157] (0.0702075), [56,83] (0.0559886), [68,126] (0.048826), [83,157] (0.0433426)}
 [0.347388,0.559978):  
{[51,115] (0.347388), [18,94] (0.34298), [144,168] (0.337333), [123,147] (0.332695), [39,165] (0.329066), [104,158] (0.312425), [21,39] (0.310257), [51,92] (0.304062), [72,149] (0.303611), [165,168] (0.302511), [58,129] (0.301887), [159,171] (0.297369), [115,158] (0.285055), [92,147] (0.283881), [114,159] (0.283562), [148,189] (0.265705), [72,90] (0.261221), [28,100] (0.25725), [30,168] (0.251359), [129,148] (0.249345), [58,139] (0.229042), [21,114] (0.215759), [98,168] (0.208063), [171,185] (0.191661), [94,100] (0.182332), [28,102] (0.176306), [144,189] (0.167455), [90,149] (0.141823), [102,104] (0.0782455), [30,98] (0.0515157), [123,185] (0.0387451), [18,139] (0.0311057)}
{[51,115] (0.347388), [18,94] (0.34298), [123,147] (0.332695), [51,92] (0.304062), [84,148] (0.288591), [25,39] (0.287316), [92,147] (0.283881), [114,159] (0.283562), [19,129] (0.266635), [93,159] (0.257997), [28,100] (0.25725), [129,148] (0.249345), [137,140] (0.247042), [75,163] (0.227933), [2,151] (0.218526), [21,114] (0.215759), [19,139] (0.210372), [115,141] (0.201961), [21,40] (0.193804), [104,141] (0.192733), [171,185] (0.191661), [39,40] (0.184757), [28,102] (0.176306), [93,171] (0.17493), [25,163] (0.150747), [13,94] (0.147203), [2,137] (0.109526), [84,151] (0.0988752), [13,100] (0.0831358), [102,104] (0.0782455), [75,140] (0.057488), [123,185] (0.0387451), [18,139] (0.0311057)}
 [0.530723,0.576869):  
{[1,116] (0.530723), [116,163] (0.437806), [1,3] (0.375817), [3,140] (0.370051), [140,163] (0.270444)}
{[1,116] (0.530723), [174,175] (0.35058), [25,39] (0.287316), [161,182] (0.268806), [44,112] (0.266592), [77,162] (0.264334), [37,87] (0.253163), [137,140] (0.247042), [77,87] (0.237571), [75,163] (0.227933), [20,50] (0.218561), [40,116] (0.204208), [39,40] (0.184757), [137,179] (0.173586), [25,163] (0.150747), [20,179] (0.149226), [66,174] (0.147427), [99,175] (0.138674), [37,182] (0.126595), [1,162] (0.119187), [66,161] (0.0870489), [44,50] (0.0802451), [99,112] (0.0692368), [75,140] (0.057488)}
 [0.531636,0.578093):  
{[47,97] (0.531636), [47,164] (0.52637), [69,85] (0.510992), [69,164] (0.46896), [85,97] (0.24546)}
{[47,97] (0.531636), [13,142] (0.316023), [17,57] (0.297053), [61,119] (0.277582), [61,110] (0.277191), [28,52] (0.276431), [63,107] (0.274611), [36,132] (0.264483), [28,100] (0.25725), [7,132] (0.240632), [97,121] (0.223232), [113,177] (0.214018), [42,110] (0.205389), [38,177] (0.197377), [76,103] (0.192406), [47,107] (0.192356), [69,153] (0.162464), [17,63] (0.147289), [142,164] (0.135402), [7,62] (0.111798), [57,164] (0.0959033), [42,69] (0.0884133), [13,100] (0.0831358), [38,52] (0.076909), [113,153] (0.0728647), [62,76] (0.0714516), [103,121] (0.0560443), [36,119] (0.00367531)}
 [0.35058,0.580726):  
{[174,175] (0.35058), [80,112] (0.347806), [113,142] (0.33392), [85,110] (0.315186), [17,57] (0.297053), [69,110] (0.289547), [47,63] (0.280747), [85,97] (0.24546), [122,174] (0.234969), [97,121] (0.223232), [112,175] (0.207453), [121,122] (0.207261), [47,107] (0.192356), [69,153] (0.162464), [17,63] (0.147289), [142,164] (0.135402), [80,107] (0.123527), [57,164] (0.0959033), [113,153] (0.0728647)}
{[174,175] (0.35058), [80,112] (0.347806), [13,142] (0.316023), [17,57] (0.297053), [61,119] (0.277582), [61,110] (0.277191), [28,52] (0.276431), [63,107] (0.274611), [36,132] (0.264483), [28,100] (0.25725), [7,132] (0.240632), [122,174] (0.234969), [113,177] (0.214018), [121,122] (0.207261), [42,110] (0.205389), [38,177] (0.197377), [76,103] (0.192406), [69,153] (0.162464), [17,63] (0.147289), [99,175] (0.138674), [142,164] (0.135402), [80,107] (0.123527), [7,62] (0.111798), [57,164] (0.0959033), [42,69] (0.0884133), [13,100] (0.0831358), [38,52] (0.076909), [113,153] (0.0728647), [62,76] (0.0714516), [99,112] (0.0692368), [103,121] (0.0560443), [36,119] (0.00367531)}
 [0.347806,0.638039):  
{[80,112] (0.347806), [18,94] (0.34298), [113,142] (0.33392), [94,169] (0.330197), [129,143] (0.328918), [58,129] (0.301887), [113,169] (0.301045), [17,57] (0.297053), [63,107] (0.274611), [134,163] (0.273634), [50,112] (0.271072), [140,163] (0.270444), [137,140] (0.247042), [143,151] (0.240402), [58,139] (0.229042), [20,50] (0.218561), [137,179] (0.173586), [20,179] (0.149226), [17,63] (0.147289), [142,164] (0.135402), [80,107] (0.123527), [134,151] (0.117883), [57,164] (0.0959033), [18,139] (0.0311057)}
{[80,112] (0.347806), [18,94] (0.34298), [13,142] (0.316023), [17,57] (0.297053), [84,148] (0.288591), [63,107] (0.274611), [19,129] (0.266635), [44,112] (0.266592), [129,148] (0.249345), [20,50] (0.218561), [2,151] (0.218526), [19,139] (0.210372), [137,179] (0.173586), [20,179] (0.149226), [17,63] (0.147289), [13,94] (0.147203), [142,164] (0.135402), [80,107] (0.123527), [2,137] (0.109526), [84,151] (0.0988752), [57,164] (0.0959033), [44,50] (0.0802451), [18,139] (0.0311057)}
 [0.304761,0.647803):  
{[154,158] (0.304761), [6,155] (0.303403), [6,157] (0.297933), [52,188] (0.295412), [61,132] (0.277584), [61,110] (0.277191), [28,52] (0.276431), [119,132] (0.266457), [153,187] (0.262868), [53,91] (0.253227), [110,187] (0.251249), [153,177] (0.249644), [53,56] (0.227524), [177,188] (0.202564), [104,141] (0.192733), [28,102] (0.176306), [119,155] (0.169182), [141,158] (0.1569), [102,104] (0.0782455), [91,154] (0.0746054), [56,83] (0.0559886), [83,157] (0.0433426)}
{[154,158] (0.304761), [6,157] (0.297933), [61,119] (0.277582), [61,110] (0.277191), [28,52] (0.276431), [53,91] (0.253227), [53,56] (0.227524), [113,177] (0.214018), [42,110] (0.205389), [38,177] (0.197377), [104,141] (0.192733), [28,102] (0.176306), [6,33] (0.173684), [69,153] (0.162464), [141,158] (0.1569), [0,155] (0.142152), [36,95] (0.122089), [42,69] (0.0884133), [0,33] (0.0814685), [102,104] (0.0782455), [38,52] (0.076909), [91,154] (0.0746054), [113,153] (0.0728647), [56,83] (0.0559886), [95,155] (0.0487061), [83,157] (0.0433426), [36,119] (0.00367531)}
 [0.34298,0.65758):  
{[18,94] (0.34298), [144,168] (0.337333), [39,165] (0.329066), [24,173] (0.324567), [104,158] (0.312425), [21,39] (0.310257), [154,158] (0.304761), [72,149] (0.303611), [165,168] (0.302511), [58,129] (0.301887), [159,171] (0.297369), [43,83] (0.285418), [65,93] (0.285416), [114,159] (0.283562), [24,131] (0.270996), [148,189] (0.265705), [72,90] (0.261221), [28,100] (0.25725), [93,185] (0.254889), [53,91] (0.253227), [30,168] (0.251359), [129,148] (0.249345), [124,131] (0.248879), [43,181] (0.231675), [58,139] (0.229042), [53,56] (0.227524), [21,114] (0.215759), [98,168] (0.208063), [124,181] (0.195722), [171,185] (0.191661), [94,100] (0.182332), [28,102] (0.176306), [144,189] (0.167455), [90,149] (0.141823), [65,173] (0.124774), [102,104] (0.0782455), [91,154] (0.0746054), [56,83] (0.0559886), [30,98] (0.0515157), [18,139] (0.0311057)}
{[18,94] (0.34298), [6,157] (0.297933), [84,148] (0.288591), [25,39] (0.287316), [65,93] (0.285416), [114,159] (0.283562), [61,119] (0.277582), [61,110] (0.277191), [28,52] (0.276431), [24,131] (0.270996), [19,129] (0.266635), [93,159] (0.257997), [28,100] (0.25725), [129,148] (0.249345), [124,131] (0.248879), [137,140] (0.247042), [43,181] (0.231675), [75,163] (0.227933), [2,151] (0.218526), [21,114] (0.215759), [113,177] (0.214018), [19,139] (0.210372), [42,110] (0.205389), [38,177] (0.197377), [124,181] (0.195722), [21,40] (0.193804), [39,40] (0.184757), [6,33] (0.173684), [79,173] (0.173412), [24,79] (0.164815), [69,153] (0.162464), [68,74] (0.158413), [43,126] (0.15244), [25,163] (0.150747), [13,94] (0.147203), [0,155] (0.142152), [65,173] (0.124774), [36,95] (0.122089), [2,137] (0.109526), [84,151] (0.0988752), [42,69] (0.0884133), [13,100] (0.0831358), [0,33] (0.0814685), [38,52] (0.076909), [113,153] (0.0728647), [74,157] (0.0702075), [75,140] (0.057488), [68,126] (0.048826), [95,155] (0.0487061), [18,139] (0.0311057), [36,119] (0.00367531)}
 [0.316534,0.682559):  
{[9,178] (0.316534), [85,110] (0.315186), [143,148] (0.312916), [104,158] (0.312425), [166,182] (0.311993), [21,39] (0.310257), [78,172] (0.305689), [154,158] (0.304761), [72,149] (0.303611), [113,169] (0.301045), [12,163] (0.298341), [159,171] (0.297369), [156,172] (0.293466), [24,125] (0.290482), [50,179] (0.289957), [69,110] (0.289547), [180,183] (0.289189), [43,83] (0.285418), [65,93] (0.285416), [11,127] (0.283563), [114,159] (0.283562), [156,183] (0.282169), [47,63] (0.280747), [71,117] (0.276811), [66,182] (0.276755), [109,127] (0.275649), [63,107] (0.274611), [134,163] (0.273634), [24,131] (0.270996), [148,189] (0.265705), [72,90] (0.261221), [28,100] (0.25725), [93,185] (0.254889), [53,91] (0.253227), [30,168] (0.251359), [124,131] (0.248879), [1,96] (0.248323), [85,97] (0.24546), [22,162] (0.244488), [23,87] (0.240869), [40,167] (0.240491), [143,151] (0.240402), [77,87] (0.237571), [43,181] (0.231675), [167,178] (0.2286), [53,56] (0.227524), [97,121] (0.223232), [20,50] (0.218561), [11,71] (0.217459), [5,122] (0.216795), [39,116] (0.215922), [21,114] (0.215759), [98,168] (0.208063), [112,175] (0.207453), [121,122] (0.207261), [40,116] (0.204208), [109,186] (0.203812), [124,181] (0.195722), [161,174] (0.194762), [106,184] (0.193791), [47,107] (0.192356), [171,185] (0.191661), [184,186] (0.186722), [144,165] (0.181108), [125,173] (0.18069), [28,102] (0.176306), [23,160] (0.174172), [144,189] (0.167455), [105,160] (0.165592), [77,105] (0.165314), [69,153] (0.162464), [161,166] (0.157293), [5,180] (0.15587), [12,165] (0.154951), [78,117] (0.154423), [100,169] (0.151643), [20,179] (0.149226), [66,174] (0.147427), [90,149] (0.141823), [99,175] (0.138674), [65,173] (0.124774), [1,162] (0.119187), [134,151] (0.117883), [9,106] (0.108768), [102,104] (0.0782455), [91,154] (0.0746054), [113,153] (0.0728647), [99,112] (0.0692368), [56,83] (0.0559886), [30,98] (0.0515157), [22,96] (0.0120098)}
{[9,178] (0.316534), [6,157] (0.297933), [180,183] (0.289189), [65,93] (0.285416), [114,159] (0.283562), [156,183] (0.282169), [78,156] (0.280629), [24,131] (0.270996), [36,132] (0.264483), [93,159] (0.257997), [124,131] (0.248879), [127,186] (0.24509), [7,132] (0.240632), [43,181] (0.231675), [4,11] (0.231179), [167,178] (0.2286), [21,114] (0.215759), [11,34] (0.208851), [121,122] (0.207261), [4,127] (0.204544), [124,181] (0.195722), [106,184] (0.193791), [76,103] (0.192406), [34,117] (0.189106), [6,33] (0.173684), [79,173] (0.173412), [24,79] (0.164815), [68,74] (0.158413), [5,67] (0.157373), [5,180] (0.15587), [43,126] (0.15244), [59,78] (0.142834), [0,155] (0.142152), [21,167] (0.129741), [64,186] (0.127383), [65,173] (0.124774), [36,95] (0.122089), [7,62] (0.111798), [9,106] (0.108768), [0,33] (0.0814685), [62,76] (0.0714516), [74,157] (0.0702075), [67,122] (0.0637053), [64,184] (0.0623736), [103,121] (0.0560443), [68,126] (0.048826), [95,155] (0.0487061), [59,117] (0.037954)}
